0.0  0.0  0.0  
0.015625  0.0  0.0  
0.03125  0.0  0.0  
0.046875  0.0  0.0  
0.0625  0.0  0.0  
0.078125  0.0  0.0  
0.09375  0.0  0.0  
0.109375  0.0  0.0  
0.125  0.0  0.0  
0.140625  0.0  0.0  
0.15625  0.0  0.0  
0.171875  0.0  0.0  
0.1875  0.0  0.0  
0.203125  0.0  0.0  
0.21875  0.0  0.0  
0.234375  0.0  0.0  
0.25  0.0  0.0  
0.265625  0.0  0.0  
0.28125  0.0  0.0  
0.296875  0.0  0.0  
0.3125  0.0  0.0  
0.328125  0.0  0.0  
0.34375  0.0  0.0  
0.359375  0.0  0.0  
0.375  0.0  0.0  
0.390625  0.0  0.0  
0.40625  0.0  0.0  
0.421875  0.0  0.0  
0.4375  0.0  0.0  
0.453125  0.0  0.0  
0.46875  0.0  0.0  
0.484375  0.0  0.0  
0.5  0.0  0.0  
0.515625  0.0  0.0  
0.53125  0.0  0.0  
0.546875  0.0  0.0  
0.5625  0.0  0.0  
0.578125  0.0  0.0  
0.59375  0.0  0.0  
0.609375  0.0  0.0  
0.625  0.0  0.0  
0.640625  0.0  0.0  
0.65625  0.0  0.0  
0.671875  0.0  0.0  
0.6875  0.0  0.0  
0.703125  0.0  0.0  
0.71875  0.0  0.0  
0.734375  0.0  0.0  
0.75  0.0  0.0  
0.765625  0.0  0.0  
0.78125  0.0  0.0  
0.796875  0.0  0.0  
0.8125  0.0  0.0  
0.828125  0.0  0.0  
0.84375  0.0  0.0  
0.859375  0.0  0.0  
0.875  0.0  0.0  
0.890625  0.0  0.0  
0.90625  0.0  0.0  
0.921875  0.0  0.0  
0.9375  0.0  0.0  
0.953125  0.0  0.0  
0.96875  0.0  0.0  
0.984375  0.0  0.0  
1.0  -3.3908420138888887E-6  3.3908420138888887E-6  
1.015625  -1.4580620659722222E-4  2.373589409722222E-5  
1.03125  -5.323621961805555E-4  4.408094618055551E-5  
1.046875  -0.001163058810763889  6.442599826388899E-5  
1.0625  -0.0020378960503472225  8.477105034722246E-5  
1.078125  -0.003156873914930556  1.0511610243055594E-4  
1.09375  -0.004519992404513889  1.2546115451388899E-4  
1.109375  -0.006127251519097223  1.458062065972229E-4  
1.125  -0.007978651258680556  1.6615125868055594E-4  
1.140625  -0.01007419162326389  1.8649631076388985E-4  
1.15625  -0.012413872612847224  2.0684136284722376E-4  
1.171875  -0.014997694227430558  2.2718641493055768E-4  
1.1875  -0.01782565646701389  2.475314670138916E-4  
1.203125  -0.020897759331597224  2.6787651909722376E-4  
1.21875  -0.024214002821180556  2.8822157118055594E-4  
1.234375  -0.027774386935763888  3.085666232638881E-4  
1.25  -0.031578911675347224  3.2891167534722376E-4  
1.265625  -0.03562757703993056  3.492567274305594E-4  
1.28125  -0.039920383029513895  3.6960177951389506E-4  
1.296875  -0.04445732964409723  3.899468315972307E-4  
1.3125  -0.049238416883680566  4.1029188368056635E-4  
1.328125  -0.0542636447482639  4.30636935763902E-4  
1.34375  -0.05953301323784724  4.5098198784723764E-4  
1.359375  -0.06504652235243057  4.7132703993056635E-4  
1.375  -0.0708041720920139  4.916720920138951E-4  
1.390625  -0.07680596245659722  5.120171440972238E-4  
1.40625  -0.08305189344618055  5.323621961805525E-4  
1.421875  -0.08954196506076388  5.527072482638812E-4  
1.4375  -0.09627617730034721  5.730523003472099E-4  
1.453125  -0.10325453016493054  5.933973524305386E-4  
1.46875  -0.11047702365451387  6.137424045138673E-4  
1.484375  -0.1179436577690972  6.34087456597196E-4  
1.5  -0.12565443250868052  6.544325086805247E-4  
1.515625  -0.13360934787326387  6.747775607638673E-4  
1.53125  -0.1418084038628472  6.951226128472099E-4  
1.546875  -0.15025160047743055  7.154676649305525E-4  
1.5625  -0.1589389377170139  7.358127170138951E-4  
1.578125  -0.16787041558159724  7.561577690972376E-4  
1.59375  -0.17704603407118058  7.765028211805802E-4  
1.609375  -0.18646579318576392  7.968478732639228E-4  
1.625  -0.19612969292534727  8.171929253472654E-4  
1.640625  -0.2060377332899306  8.37537977430608E-4  
1.65625  -0.21618991427951395  8.578830295139506E-4  
1.671875  -0.2265862358940973  8.782280815972932E-4  
1.6875  -0.23722669813368064  8.985731336806357E-4  
1.703125  -0.24811130099826398  9.189181857639783E-4  
1.71875  -0.2592400444878473  9.392632378473209E-4  
1.734375  -0.27061292860243064  9.596082899306357E-4  
1.75  -0.28222995334201395  9.799533420139506E-4  
1.765625  -0.29409111870659727  0.0010002983940972654  
1.78125  -0.3061964246961806  0.0010206434461805802  
1.796875  -0.3185458713107639  0.001040988498263895  
1.8125  -0.3311394585503472  0.0010613335503472099  
1.828125  -0.3439771864149305  0.0010816786024305247  
1.84375  -0.35705905490451384  0.0011020236545138395  
1.859375  -0.37038506401909715  0.0011223687065971544  
1.875  -0.38395521375868047  0.0011427137586804692  
1.890625  -0.3977695041232638  0.001163058810763784  
